Subject,Block,Frequency,Level,ACC,RT,WordType,ID
13,1,HF,2,1,785,Foil,151
13,1,HF,2,0,979,Hit,184
13,1,HF,2,1,541,Hit,151
13,1,HF,3,1,1008,Foil,61
13,1,HF,3,1,817,Foil,261
13,1,HF,3,1,684,Foil,202
13,1,HF,3,1,763,Foil,43
13,1,HF,3,0,1387,Foil,43
13,1,HF,3,1,873,Foil,61
13,1,HF,3,1,1070,Foil,202
13,1,HF,3,1,732,Foil,263
13,1,HF,3,1,835,Foil,133
13,1,HF,3,0,1472,Hit,202
13,1,HF,3,1,1118,Hit,263
13,1,HF,3,1,435,Foil,232
13,1,HF,3,1,704,Foil,133
13,1,HF,3,0,883,Foil,264
13,1,HF,3,1,235,Foil,43
13,1,HF,3,0,721,Hit,133
13,1,HF,3,1,649,Hit,264
13,1,LF,3,1,1195,Foil,94
13,1,LF,3,1,864,Foil,223
13,1,LF,3,1,899,Foil,212
13,1,LF,3,1,798,Hit,94
13,1,LF,3,1,739,Hit,223
13,1,LF,3,1,814,Hit,212
13,1,LF,3,1,824,Foil,223
13,1,LF,3,1,867,Foil,94
13,1,LF,3,1,936,Foil,211
13,1,LF,3,1,907,Foil,143
13,1,LF,3,1,1080,Foil,144
13,1,LF,3,1,1320,Foil,141
13,1,LF,3,1,841,Foil,141
13,1,LF,3,1,1112,Foil,222
13,1,LF,3,1,830,Foil,211
13,1,LF,3,0,859,Hit,141
13,1,LF,3,1,958,Foil,143
13,1,LF,1,1,819,Foil,54
13,1,LF,1,1,558,Hit,54
13,1,LF,1,1,771,Foil,173
13,1,LF,1,1,595,Hit,173
13,1,LF,1,1,593,Hit,173
13,1,LF,1,1,749,Foil,213
13,1,LF,1,1,619,Foil,142
13,1,LF,1,1,750,Foil,213
13,1,LF,1,1,667,Foil,142
13,1,LF,1,1,681,Foil,161
13,1,LF,1,1,664,Foil,222
13,1,LF,1,1,723,Hit,222
13,1,LF,1,1,587,Foil,161
13,1,LF,1,1,616,Foil,242
13,1,LF,1,1,635,Foil,211
13,1,LF,1,1,801,Foil,161
13,1,LF,1,1,632,Foil,54
13,1,LF,2,1,592,Foil,94
13,1,LF,2,1,797,Foil,212
13,1,LF,2,1,979,Foil,163
13,1,LF,2,1,878,Foil,51
13,1,LF,2,0,739,Foil,212
13,1,LF,2,1,829,Foil,224
13,1,LF,2,1,811,Foil,224
13,1,LF,2,1,1027,Foil,244
13,1,LF,2,1,905,Foil,221
13,1,LF,2,0,740,Hit,244
13,1,LF,2,0,925,Hit,221
13,1,LF,2,0,766,Hit,244
13,1,LF,2,1,894,Foil,94
13,1,LF,2,1,857,Foil,164
13,1,LF,2,1,475,Hit,94
13,1,LF,2,1,1088,Hit,164
13,1,LF,2,1,992,Foil,221
13,1,LF,2,1,1350,Foil,214
13,1,LF,2,1,747,Foil,171
13,1,LF,2,0,728,Foil,211
13,1,LF,2,1,592,Hit,171
13,1,LF,2,1,510,Foil,172
13,1,LF,2,0,875,Foil,162
13,1,LF,2,1,593,Foil,143
13,1,LF,2,1,669,Foil,143
13,1,LF,2,1,667,Foil,223
13,1,LF,2,0,792,Hit,143
13,1,LF,2,1,478,Hit,223
13,1,LF,2,1,627,Foil,173
13,1,LF,2,0,680,Foil,214
13,1,LF,2,1,408,Foil,172
13,1,LF,2,0,816,Hit,214
13,1,LF,2,1,875,Foil,211
13,1,LF,2,1,849,Foil,172
13,1,HF,1,1,564,Foil,203
13,1,HF,1,1,1099,Foil,232
13,1,HF,1,1,638,Foil,41
13,1,HF,1,1,547,Foil,62
13,1,HF,1,1,793,Foil,41
13,1,HF,1,1,701,Foil,203
13,1,HF,1,1,640,Foil,134
13,1,HF,1,1,712,Foil,264
13,1,HF,1,1,574,Hit,264
13,1,HF,1,1,521,Foil,42
13,1,HF,1,1,505,Hit,42
13,1,HF,1,1,483,Foil,41
13,1,HF,1,0,571,Foil,42
13,1,HF,1,1,1203,Foil,263
13,1,HF,1,1,571,Hit,263
13,1,HF,1,1,707,Foil,134
13,1,HF,1,1,633,Hit,134
13,1,HF,2,1,840,Foil,203
13,1,HF,2,1,872,Foil,153
13,1,HF,2,1,846,Foil,233
13,1,HF,2,1,941,Foil,44
13,1,HF,2,0,960,Hit,233
13,1,HF,2,1,648,Hit,44
13,1,HF,2,1,640,Foil,201
13,1,HF,2,1,761,Foil,264
13,1,HF,2,1,760,Foil,203
13,1,HF,2,1,584,Hit,264
13,1,HF,2,1,771,Foil,61
13,1,HF,2,1,835,Foil,63
13,1,HF,2,1,913,Foil,63
13,1,HF,2,1,974,Foil,233
13,1,HF,2,1,1032,Foil,201
13,1,HF,2,1,878,Foil,63
13,1,HF,2,0,914,Hit,201
13,1,LF,1,1,736,Foil,171
13,1,LF,1,1,587,Foil,91
13,1,LF,1,1,808,Hit,91
13,1,LF,1,1,640,Hit,91
13,1,LF,1,1,633,Foil,162
13,1,LF,1,1,718,Hit,162
13,1,LF,1,1,611,Foil,174
13,1,LF,1,1,787,Foil,53
13,1,LF,1,1,696,Foil,174
13,1,LF,1,1,715,Foil,171
13,1,LF,1,1,769,Foil,162
13,1,LF,1,1,718,Foil,51
13,1,LF,1,1,675,Hit,51
13,1,LF,1,1,608,Foil,93
13,1,LF,1,1,608,Foil,224
13,1,LF,1,1,657,Foil,93
13,1,LF,1,1,699,Hit,93
14,1,LF,3,0,0,Foil,252
14,1,LF,3,1,401,Foil,282
14,1,LF,3,1,1353,Foil,93
14,1,LF,3,1,1771,Foil,94
14,1,LF,3,1,1105,Foil,93
14,1,LF,3,1,1537,Foil,284
14,1,LF,3,0,2136,Hit,94
14,1,LF,3,0,1692,Hit,93
14,1,LF,3,1,1265,Foil,294
14,1,LF,3,0,1184,Hit,94
14,1,LF,3,1,1236,Foil,252
14,1,LF,3,1,1135,Foil,291
14,1,LF,3,1,1146,Foil,251
14,1,LF,3,1,1136,Foil,252
14,1,LF,3,1,1020,Foil,251
14,1,LF,3,0,0,Hit,251
14,1,LF,3,1,83,Foil,251
14,1,HF,2,1,978,Foil,184
14,1,HF,2,1,1052,Foil,241
14,1,HF,2,1,807,Foil,241
14,1,HF,2,1,975,Foil,73
14,1,HF,2,1,746,Hit,241
14,1,HF,2,1,692,Foil,184
14,1,HF,2,1,596,Hit,241
14,1,HF,2,1,865,Foil,191
14,1,HF,2,0,1524,Foil,191
14,1,HF,2,1,1180,Foil,73
14,1,HF,2,1,1038,Foil,33
14,1,HF,2,1,1079,Foil,84
14,1,HF,2,1,964,Foil,82
14,1,HF,2,1,987,Foil,81
14,1,HF,2,0,1241,Hit,82
14,1,HF,2,1,889,Foil,82
14,1,HF,2,0,1522,Hit,82
14,1,HF,3,1,1050,Foil,191
14,1,HF,3,1,974,Foil,31
14,1,HF,3,1,790,Foil,213
14,1,HF,3,1,1145,Foil,213
14,1,HF,3,0,737,Hit,31
14,1,HF,3,1,920,Foil,152
14,1,HF,3,1,854,Hit,213
14,1,HF,3,1,934,Hit,31
14,1,HF,3,1,681,Foil,31
14,1,HF,3,1,858,Foil,181
14,1,HF,3,1,1164,Foil,32
14,1,HF,3,0,764,Foil,181
14,1,HF,3,1,601,Foil,32
14,1,HF,3,0,905,Hit,32
14,1,HF,3,1,1089,Foil,34
14,1,HF,3,1,862,Foil,191
14,1,HF,3,0,686,Foil,32
14,1,LF,1,1,1001,Foil,282
14,1,LF,1,1,710,Foil,202
14,1,LF,1,1,729,Foil,53
14,1,LF,1,1,542,Hit,53
14,1,LF,1,1,738,Foil,202
14,1,LF,1,1,744,Foil,173
14,1,LF,1,1,612,Foil,53
14,1,LF,1,1,804,Foil,202
14,1,LF,1,1,652,Foil,282
14,1,LF,1,1,721,Foil,253
14,1,LF,1,1,777,Foil,51
14,1,LF,1,1,524,Hit,51
14,1,LF,1,1,748,Hit,51
14,1,LF,1,1,761,Foil,173
14,1,LF,1,0,1562,Hit,173
14,1,LF,1,1,889,Foil,62
14,1,LF,1,1,561,Hit,62
14,1,HF,3,1,999,Foil,212
14,1,HF,3,1,838,Foil,73
14,1,HF,3,1,756,Foil,181
14,1,HF,3,0,833,Hit,212
14,1,HF,3,1,815,Hit,73
14,1,HF,3,1,714,Foil,73
14,1,HF,3,1,716,Foil,71
14,1,HF,3,1,945,Foil,71
14,1,HF,3,1,1393,Foil,81
14,1,HF,3,1,876,Foil,151
14,1,HF,3,1,1089,Foil,154
14,1,HF,3,1,817,Hit,81
14,1,HF,3,0,857,Hit,151
14,1,HF,3,1,985,Foil,191
14,1,HF,3,0,930,Foil,151
14,1,HF,3,1,625,Foil,191
14,1,HF,3,1,948,Foil,212
14,1,LF,2,1,1431,Foil,64
14,1,LF,2,1,908,Foil,292
14,1,LF,2,1,1017,Foil,63
14,1,LF,2,0,1148,Foil,64
14,1,LF,2,1,841,Foil,292
14,1,LF,2,0,0,Foil,203
14,1,LF,2,1,1284,Foil,63
14,1,LF,2,1,844,Foil,63
14,1,LF,2,1,636,Hit,63
14,1,LF,2,1,737,Foil,92
14,1,LF,2,1,716,Foil,294
14,1,LF,2,1,641,Hit,92
14,1,LF,2,1,889,Foil,92
14,1,LF,2,1,1042,Foil,252
14,1,LF,2,1,650,Hit,92
14,1,LF,2,0,577,Hit,252
14,1,LF,2,1,796,Foil,64
14,1,HF,3,1,895,Foil,34
14,1,HF,3,1,937,Foil,31
14,1,HF,3,1,524,Foil,34
14,1,HF,3,1,588,Hit,34
14,1,HF,3,1,697,Foil,32
14,1,HF,3,1,1052,Foil,31
14,1,HF,3,1,852,Foil,151
14,1,HF,3,1,1110,Foil,152
14,1,HF,3,1,924,Foil,33
14,1,HF,3,1,828,Hit,151
14,1,HF,3,0,1689,Foil,181
14,1,HF,3,0,705,Hit,33
14,1,HF,3,1,951,Foil,213
14,1,HF,3,1,1132,Foil,181
14,1,HF,3,1,788,Hit,33
14,1,HF,3,1,649,Foil,151
14,1,HF,3,0,721,Hit,181
14,1,LF,3,0,0,Foil,54
14,1,LF,3,1,199,Foil,204
14,1,LF,3,1,804,Foil,61
14,1,LF,3,1,2251,Foil,54
14,1,LF,3,1,772,Foil,52
14,1,LF,3,1,710,Foil,284
14,1,LF,3,1,780,Foil,91
14,1,LF,3,1,479,Hit,52
14,1,LF,3,0,548,Hit,284
14,1,LF,3,1,1209,Foil,91
14,1,LF,3,1,721,Foil,204
14,1,LF,3,1,857,Foil,174
14,1,LF,3,1,812,Hit,91
14,1,LF,3,0,663,Hit,204
14,1,LF,3,1,1041,Foil,204
14,1,LF,3,1,761,Foil,52
14,1,LF,3,1,633,Foil,281
14,1,HF,1,1,1233,Foil,242
14,1,HF,1,1,542,Hit,242
14,1,HF,1,1,561,Hit,242
14,1,HF,1,1,521,Foil,184
14,1,HF,1,1,826,Foil,242
14,1,HF,1,1,676,Foil,83
14,1,HF,1,1,609,Foil,81
14,1,HF,1,1,721,Foil,243
14,1,HF,1,1,505,Hit,243
14,1,HF,1,1,596,Foil,192
14,1,HF,1,1,2498,Foil,191
14,1,HF,1,1,908,Foil,241
14,1,HF,1,1,601,Foil,183
14,1,HF,1,1,793,Foil,243
14,1,HF,1,1,559,Hit,243
14,1,HF,1,1,516,Foil,183
14,1,HF,1,1,609,Foil,83
14,1,LF,1,1,1012,Foil,292
14,1,LF,1,1,663,Foil,294
14,1,LF,1,1,866,Foil,292
14,1,LF,1,1,772,Foil,293
14,1,LF,1,1,852,Foil,63
14,1,LF,1,1,644,Foil,202
14,1,LF,1,1,652,Hit,202
14,1,LF,1,1,612,Foil,92
14,1,LF,1,1,534,Foil,94
14,1,LF,1,1,633,Foil,281
14,1,LF,1,1,591,Hit,281
14,1,LF,1,1,780,Hit,281
14,1,LF,1,1,815,Foil,63
14,1,LF,1,1,730,Hit,252
14,1,LF,1,1,641,Foil,63
14,1,LF,1,1,760,Foil,62
14,1,LF,1,1,665,Foil,202
14,1,HF,2,1,969,Foil,241
14,1,HF,2,1,689,Foil,72
14,1,HF,2,1,705,Hit,241
14,1,HF,2,1,964,Foil,152
14,1,HF,2,1,955,Foil,33
14,1,HF,2,1,1153,Foil,214
14,1,HF,2,1,1007,Foil,82
14,1,HF,2,0,1663,Hit,214
14,1,HF,2,1,1057,Foil,33
14,1,HF,2,1,684,Foil,184
14,1,HF,2,1,684,Foil,184
14,1,HF,2,1,684,Hit,184
14,1,HF,2,1,588,Foil,74
14,1,HF,2,1,826,Foil,72
14,1,HF,2,1,1414,Foil,71
14,1,HF,2,1,985,Foil,74
14,1,HF,2,1,996,Hit,71
14,1,LF,1,1,1705,Foil,92
14,1,LF,1,1,628,Hit,92
14,1,LF,1,1,713,Foil,203
14,1,LF,1,1,639,Hit,203
14,1,LF,1,1,580,Foil,62
14,1,LF,1,1,670,Hit,62
14,1,LF,1,1,604,Foil,174
14,1,LF,1,1,796,Foil,62
14,1,LF,1,1,594,Foil,92
14,1,LF,1,1,975,Hit,92
14,1,LF,1,1,633,Foil,202
14,1,LF,1,0,687,Foil,171
14,1,LF,1,1,639,Foil,253
14,1,LF,1,1,935,Foil,92
14,1,LF,1,1,794,Foil,53
14,1,LF,1,1,590,Foil,92
14,1,LF,1,1,588,Foil,53
14,1,LF,2,1,828,Foil,54
14,1,LF,2,1,826,Foil,63
14,1,LF,2,1,756,Hit,54
14,1,LF,2,1,817,Foil,61
14,1,LF,2,1,780,Foil,292
14,1,LF,2,1,927,Foil,172
14,1,LF,2,1,623,Foil,91
14,1,LF,2,0,881,Hit,172
14,1,LF,2,1,713,Foil,173
14,1,LF,2,1,687,Foil,91
14,1,LF,2,1,1007,Foil,172
14,1,LF,2,1,671,Hit,91
14,1,LF,2,1,780,Foil,54
14,1,LF,2,1,830,Foil,254
14,1,LF,2,0,859,Hit,54
14,1,LF,2,1,1055,Foil,254
14,1,LF,2,1,969,Foil,91
14,1,HF,2,1,1062,Foil,194
14,1,HF,2,1,625,Foil,154
14,1,HF,2,1,868,Foil,182
14,1,HF,2,1,682,Hit,154
14,1,HF,2,0,537,Hit,182
14,1,HF,2,1,1164,Foil,152
14,1,HF,2,1,892,Foil,152
14,1,HF,2,1,772,Foil,154
14,1,HF,2,1,787,Foil,151
14,1,HF,2,1,713,Foil,193
14,1,HF,2,1,814,Foil,74
14,1,HF,2,1,873,Foil,154
14,1,HF,2,1,847,Foil,72
14,1,HF,2,1,1150,Foil,71
14,1,HF,2,1,876,Foil,71
14,1,HF,2,0,785,Hit,71
14,1,HF,2,0,692,Hit,71
14,1,LF,3,1,2441,Foil,284
14,1,LF,3,1,1065,Foil,284
14,1,LF,3,0,1941,Foil,54
14,1,LF,3,1,1009,Foil,253
14,1,LF,3,1,1825,Foil,54
14,1,LF,3,0,1635,Foil,291
14,1,LF,3,0,977,Hit,253
14,1,LF,3,1,796,Foil,94
14,1,LF,3,0,785,Hit,291
14,1,LF,3,1,820,Foil,254
14,1,LF,3,1,1054,Foil,91
14,1,LF,3,1,825,Foil,254
14,1,LF,3,1,772,Foil,173
14,1,LF,3,1,628,Foil,94
14,1,LF,3,1,858,Foil,284
14,1,LF,3,1,908,Hit,173
14,1,LF,3,0,729,Hit,94
14,1,LF,2,1,1362,Foil,201
14,1,LF,2,1,1769,Foil,283
14,1,LF,2,1,673,Foil,204
14,1,LF,2,1,639,Hit,283
14,1,LF,2,1,675,Foil,61
14,1,LF,2,1,705,Foil,51
14,1,LF,2,1,628,Foil,54
14,1,LF,2,0,889,Foil,54
14,1,LF,2,1,465,Foil,51
14,1,LF,2,1,804,Hit,54
14,1,LF,2,1,557,Foil,61
14,1,LF,2,1,961,Foil,283
14,1,LF,2,1,873,Hit,61
14,1,LF,2,1,575,Foil,64
14,1,LF,2,1,506,Foil,291
14,1,LF,2,1,660,Foil,64
14,1,LF,2,0,926,Hit,291
14,1,LF,1,1,1273,Foil,61
14,1,LF,1,1,655,Foil,283
14,1,LF,1,1,777,Foil,201
14,1,LF,1,1,508,Foil,283
14,1,LF,1,1,553,Hit,251
14,1,LF,1,0,527,Hit,251
14,1,LF,1,0,0,Foil,171
14,1,LF,1,1,889,Hit,171
14,1,LF,1,1,945,Foil,294
14,1,LF,1,1,708,Foil,174
14,1,LF,1,1,953,Foil,171
14,1,LF,1,1,543,Hit,171
14,1,LF,1,1,545,Foil,251
14,1,LF,1,1,868,Foil,53
14,1,LF,1,1,601,Foil,51
14,1,LF,1,1,666,Foil,64
14,1,LF,1,1,1012,Foil,201
14,1,LF,2,1,964,Foil,51
14,1,LF,2,0,0,Foil,91
14,1,LF,2,1,70,Foil,52
14,1,LF,2,1,412,Hit,91
14,1,LF,2,1,596,Foil,51
14,1,LF,2,1,1281,Foil,92
14,1,LF,2,1,570,Foil,93
14,1,LF,2,1,722,Foil,172
14,1,LF,2,1,553,Foil,172
14,1,LF,2,0,622,Foil,204
14,1,LF,2,1,753,Hit,172
14,1,LF,2,1,623,Foil,203
14,1,LF,2,1,722,Hit,172
14,1,LF,2,1,538,Foil,172
14,1,LF,2,1,668,Foil,282
14,1,LF,2,1,1001,Foil,52
14,1,LF,2,0,873,Hit,282
14,1,HF,1,1,707,Foil,84
14,1,HF,1,1,505,Foil,183
14,1,HF,1,1,468,Foil,84
14,1,HF,1,1,553,Foil,183
14,1,HF,1,1,559,Foil,34
14,1,HF,1,1,612,Hit,34
14,1,HF,1,1,551,Foil,213
14,1,HF,1,1,588,Foil,242
14,1,HF,1,1,617,Hit,242
14,1,HF,1,1,460,Foil,213
14,1,HF,1,1,431,Foil,193
14,1,HF,1,1,524,Hit,193
14,1,HF,1,1,364,Foil,191
14,1,HF,1,1,540,Foil,34
14,1,HF,1,1,575,Foil,242
14,1,HF,1,1,505,Foil,84
14,1,HF,1,1,564,Hit,84
14,1,LF,3,1,695,Foil,172
14,1,LF,3,1,714,Foil,201
14,1,LF,3,1,990,Foil,254
14,1,LF,3,1,732,Foil,283
14,1,LF,3,1,935,Foil,172
14,1,LF,3,0,698,Foil,173
14,1,LF,3,1,428,Foil,254
14,1,LF,3,0,585,Hit,172
14,1,LF,3,1,820,Foil,93
14,1,LF,3,1,543,Hit,254
14,1,LF,3,1,433,Foil,201
14,1,LF,3,1,527,Foil,291
14,1,LF,3,0,703,Hit,254
14,1,LF,3,0,689,Foil,291
14,1,LF,3,0,513,Hit,291
14,1,LF,3,1,591,Foil,283
14,1,LF,3,1,556,Foil,93
14,1,HF,3,1,679,Foil,212
14,1,HF,3,1,1140,Foil,84
14,1,HF,3,1,558,Foil,151
14,1,HF,3,1,772,Foil,154
14,1,HF,3,1,727,Hit,84
14,1,HF,3,0,415,Hit,151
14,1,HF,3,1,665,Foil,151
14,1,HF,3,1,596,Foil,151
14,1,HF,3,1,577,Foil,194
14,1,HF,3,1,636,Foil,84
14,1,HF,3,1,1025,Foil,194
14,1,HF,3,1,1108,Foil,191
14,1,HF,3,0,745,Hit,84
14,1,HF,3,0,868,Foil,244
14,1,HF,3,0,457,Hit,191
14,1,HF,3,1,1324,Foil,153
14,1,HF,3,1,875,Foil,82
14,1,HF,1,1,1671,Foil,194
14,1,HF,1,1,476,Foil,243
14,1,HF,1,1,514,Foil,182
14,1,HF,1,1,687,Foil,243
14,1,HF,1,1,926,Foil,211
14,1,HF,1,1,591,Foil,192
14,1,HF,1,1,460,Foil,153
14,1,HF,1,1,559,Foil,211
14,1,HF,1,1,532,Hit,211
14,1,HF,1,1,947,Hit,211
14,1,HF,1,1,601,Foil,244
14,1,HF,1,0,953,Hit,244
14,1,HF,1,1,559,Foil,81
14,1,HF,1,1,564,Foil,83
14,1,HF,1,1,620,Hit,83
14,1,HF,1,1,446,Foil,244
14,1,HF,1,1,654,Foil,153
14,1,HF,2,1,1121,Foil,72
14,1,HF,2,1,682,Foil,72
14,1,HF,2,1,537,Foil,193
14,1,HF,2,1,620,Foil,193
14,1,HF,2,1,799,Foil,214
14,1,HF,2,1,644,Foil,214
14,1,HF,2,0,668,Hit,214
14,1,HF,2,0,809,Hit,214
14,1,HF,2,1,849,Foil,81
14,1,HF,2,1,961,Foil,81
14,1,HF,2,1,1209,Foil,71
14,1,HF,2,1,706,Foil,73
14,1,HF,2,1,708,Foil,33
14,1,HF,2,1,793,Foil,71
14,1,HF,2,0,1183,Hit,33
14,1,HF,2,0,658,Hit,71
14,1,HF,2,1,748,Foil,81
14,1,HF,1,1,1289,Foil,83
14,1,HF,1,1,593,Hit,83
14,1,HF,1,1,399,Foil,243
14,1,HF,1,1,564,Foil,212
14,1,HF,1,1,525,Foil,192
14,1,HF,1,1,444,Foil,212
14,1,HF,1,1,604,Hit,212
14,1,HF,1,1,348,Foil,192
14,1,HF,1,1,521,Foil,191
14,1,HF,1,1,602,Hit,191
14,1,HF,1,1,394,Foil,214
14,1,HF,1,1,429,Foil,153
14,1,HF,1,1,476,Foil,183
14,1,HF,1,1,433,Foil,212
14,1,HF,1,1,687,Foil,153
14,1,HF,1,1,543,Foil,244
14,1,HF,1,1,530,Hit,244
15,1,HF,3,1,1190,Foil,242
15,1,HF,3,1,944,Foil,304
15,1,HF,3,1,947,Foil,251
15,1,HF,3,1,840,Foil,251
15,1,HF,3,1,765,Foil,301
15,1,HF,3,1,759,Foil,254
15,1,HF,3,1,1104,Foil,93
15,1,HF,3,0,781,Hit,301
15,1,HF,3,1,871,Hit,254
15,1,HF,3,0,1276,Hit,93
15,1,HF,3,1,995,Foil,243
15,1,HF,3,1,900,Foil,181
15,1,HF,3,1,729,Foil,253
15,1,HF,3,1,771,Foil,181
15,1,HF,3,1,1052,Hit,181
15,1,HF,3,1,1035,Foil,93
15,1,HF,3,1,843,Foil,304
15,1,LF,3,1,721,Foil,82
15,1,LF,3,1,764,Foil,82
15,1,LF,3,1,710,Foil,121
15,1,LF,3,1,817,Foil,101
15,1,LF,3,0,729,Hit,82
15,1,LF,3,1,788,Hit,121
15,1,LF,3,1,780,Foil,163
15,1,LF,3,1,598,Foil,113
15,1,LF,3,1,694,Foil,22
15,1,LF,3,1,562,Foil,102
15,1,LF,3,1,595,Foil,163
15,1,LF,3,1,995,Foil,102
15,1,LF,3,1,997,Foil,101
15,1,LF,3,0,805,Hit,163
15,1,LF,3,0,797,Hit,102
15,1,LF,3,1,918,Foil,124
15,1,LF,3,1,682,Foil,102
15,1,HF,3,1,1237,Foil,141
15,1,HF,3,1,621,Foil,141
15,1,HF,3,1,732,Foil,253
15,1,HF,3,1,502,Hit,141
15,1,HF,3,1,569,Foil,253
15,1,HF,3,0,506,Hit,303
15,1,HF,3,1,701,Foil,11
15,1,HF,3,1,633,Foil,11
15,1,HF,3,1,615,Hit,303
15,1,HF,3,1,742,Foil,303
15,1,HF,3,1,880,Foil,244
15,1,HF,3,1,758,Foil,244
15,1,HF,3,1,1408,Foil,184
15,1,HF,3,1,657,Foil,303
15,1,HF,3,1,623,Foil,302
15,1,HF,3,1,686,Hit,184
15,1,HF,3,1,778,Foil,244
15,1,LF,1,1,678,Foil,164
15,1,LF,1,1,515,Hit,164
15,1,LF,1,1,790,Foil,112
15,1,LF,1,1,687,Foil,164
15,1,LF,1,1,843,Foil,104
15,1,LF,1,1,882,Foil,81
15,1,LF,1,1,535,Hit,81
15,1,LF,1,1,553,Hit,81
15,1,LF,1,1,538,Foil,112
15,1,LF,1,1,572,Foil,104
15,1,LF,1,1,620,Foil,122
15,1,LF,1,1,507,Hit,122
15,1,LF,1,1,510,Foil,212
15,1,LF,1,1,801,Foil,23
15,1,LF,1,1,873,Foil,122
15,1,LF,1,1,479,Foil,212
15,1,LF,1,1,691,Foil,104
15,1,LF,1,1,752,Foil,114
15,1,LF,1,1,537,Foil,162
15,1,LF,1,1,539,Hit,162
15,1,LF,1,1,525,Hit,162
15,1,LF,1,1,528,Foil,211
15,1,LF,1,1,546,Hit,211
15,1,LF,1,1,612,Foil,194
15,1,LF,1,1,643,Foil,111
15,1,LF,1,1,546,Foil,211
15,1,LF,1,1,787,Foil,194
15,1,LF,1,1,588,Foil,111
15,1,LF,1,1,651,Foil,161
15,1,LF,1,1,569,Hit,161
15,1,LF,1,1,489,Foil,162
15,1,LF,1,1,621,Foil,214
15,1,LF,1,1,556,Foil,211
15,1,LF,1,1,621,Foil,161
15,1,LF,1,1,864,Foil,83
15,1,LF,1,1,534,Foil,24
15,1,LF,1,1,568,Foil,102
15,1,LF,1,0,504,Hit,102
15,1,LF,1,1,555,Hit,102
15,1,LF,1,1,525,Foil,104
15,1,LF,1,1,543,Foil,83
15,1,LF,1,1,723,Hit,83
15,1,LF,1,1,588,Hit,83
15,1,LF,1,1,540,Foil,24
15,1,LF,1,1,478,Foil,212
15,1,LF,1,1,482,Foil,123
15,1,LF,1,1,486,Foil,121
15,1,LF,1,1,426,Foil,123
15,1,LF,1,1,528,Foil,24
15,1,LF,1,1,450,Foil,23
15,1,LF,1,1,647,Foil,24
15,1,HF,3,1,884,Foil,144
15,1,HF,3,1,649,Foil,94
15,1,HF,3,1,678,Foil,221
15,1,HF,3,1,755,Hit,144
15,1,HF,3,1,573,Foil,221
15,1,HF,3,0,910,Foil,224
15,1,HF,3,1,658,Foil,142
15,1,HF,3,1,656,Foil,251
15,1,HF,3,1,621,Foil,251
15,1,HF,3,0,476,Hit,142
15,1,HF,3,0,656,Hit,251
15,1,HF,3,1,526,Foil,12
15,1,HF,3,0,448,Hit,142
15,1,HF,3,1,677,Foil,242
15,1,HF,3,1,514,Foil,94
15,1,HF,3,1,645,Foil,94
15,1,HF,3,1,483,Foil,143
15,1,HF,1,1,934,Foil,13
15,1,HF,1,1,537,Foil,222
15,1,HF,1,1,491,Foil,144
15,1,HF,1,1,623,Hit,144
15,1,HF,1,1,509,Foil,222
15,1,HF,1,1,625,Foil,224
15,1,HF,1,1,495,Foil,244
15,1,HF,1,1,659,Hit,244
15,1,HF,1,1,529,Foil,222
15,1,HF,1,1,451,Foil,252
15,1,HF,1,1,632,Foil,94
15,1,HF,1,1,470,Foil,92
15,1,HF,1,1,459,Foil,252
15,1,HF,1,1,735,Foil,94
15,1,HF,1,1,762,Hit,94
15,1,HF,1,1,516,Foil,252
15,1,HF,1,0,870,Hit,252
15,1,LF,3,1,1245,Foil,24
15,1,LF,3,1,501,Foil,194
15,1,LF,3,1,392,Foil,162
15,1,LF,3,1,559,Foil,22
15,1,LF,3,0,496,Hit,194
15,1,LF,3,1,404,Foil,212
15,1,LF,3,0,843,Hit,22
15,1,LF,3,1,306,Foil,212
15,1,LF,3,1,316,Foil,162
15,1,LF,3,1,423,Foil,84
15,1,LF,3,1,461,Foil,162
15,1,LF,3,1,450,Foil,111
15,1,LF,3,0,471,Hit,84
15,1,LF,3,0,443,Hit,162
15,1,LF,3,1,801,Foil,124
15,1,LF,3,0,505,Hit,84
15,1,LF,3,1,332,Foil,124
15,1,HF,2,1,899,Foil,301
15,1,HF,2,1,487,Foil,301
15,1,HF,2,1,636,Foil,254
15,1,HF,2,1,633,Foil,182
15,1,HF,2,1,471,Foil,301
15,1,HF,2,1,748,Foil,241
15,1,HF,2,1,598,Foil,14
15,1,HF,2,1,774,Hit,241
15,1,HF,2,1,574,Foil,12
15,1,HF,2,1,559,Foil,243
15,1,HF,2,0,544,Hit,12
15,1,HF,2,1,450,Foil,143
15,1,HF,2,1,423,Foil,14
15,1,HF,2,1,525,Foil,254
15,1,HF,2,0,447,Hit,14
15,1,HF,2,1,485,Foil,14
15,1,HF,2,1,922,Hit,14
15,1,LF,3,1,1046,Foil,101
15,1,LF,3,1,357,Foil,23
15,1,LF,3,1,542,Foil,101
15,1,LF,3,1,479,Foil,104
15,1,LF,3,1,692,Hit,23
15,1,LF,3,1,576,Foil,164
15,1,LF,3,1,401,Foil,214
15,1,LF,3,1,328,Foil,211
15,1,LF,3,0,514,Foil,214
15,1,LF,3,1,261,Foil,211
15,1,LF,3,1,353,Foil,164
15,1,LF,3,1,1001,Foil,102
15,1,LF,3,1,650,Foil,101
